Tag,EnglishText,EnglishShort,EnglishAnswer,EnglishAsked,EnglishMissed,MoodChanges,AnimationType,PrerequisiteTag,Topic,InfoTag,GermanText,GermanShort,GermanAnswer,GermanAsked,GermanMissed,SwedishText,SwedishShort,SwedishAnswer,SwedishAsked,SwedishMissed,LithuanianText,LithuanianShort,LithuanianAnswer,LithuanianAsked,LithuanianMissed,LatvianText,LatvianShort,LatvianAnswer,LatvianAsked,LatvianMissed
nutritional_recommendations,Are you following any medical nutrition recommendations?,Nutritional recommendations?,"I do not have a special diet. Only, I look at GI of products.","For the acute situation, this information is not a priority. Only in the case of further treatment or inpatient admission can further discussions be held in this regard. It is good that you did not ask this question in the acute situation.",This question is not necessary for the first medical history interview. It is good that you did not select it.,0,NeutralLegBehind10,,diet,,Befolgen Sie medizinische Ernährungsempfehlungen?,Ernährungsempfehlungen?,"Ich habe keine besondere Diät. Nur, ich schaue mir GI von Produkten an.","Um die aktuelle Situation gut zu beurteilen, ist es wichtig zu wissen, was der Patient zum Frühstück hatte.","Um die aktuelle Situation gut zu beurteilen, ist es wichtig zu wissen, was der Patient zum Frühstück hatte. Bitte vergessen Sie nicht, danach zu fragen. Dies wird dazu beitragen, die Diagnose zu beschleunigen.",Följer du några medicinska näringsrekommendationer?,Näringsrekommendationer?,"Jag har ingen speciell diet. Bara, jag tittar på GI av produkter.",För att kunna bedöma den nuvarande situationen väl är det viktigt att veta vad patienten hade till frukost.,För att kunna bedöma den nuvarande situationen väl är det viktigt att veta vad patienten hade till frukost. Glöm inte att fråga om det. Detta hjälper till att påskynda diagnosen.,Ar laikote kokių nors medicininės mitybos rekomendacijų?,Mitybos rekomendacijos?,Neturiu specialios dietos. Tik aš žiūriu į produktų GI.,"Norint gerai įvertinti dabartinę situaciją, svarbu žinoti, ką pacientas turėjo pusryčiams.","Norint gerai įvertinti dabartinę situaciją, svarbu žinoti, ką pacientas turėjo pusryčiams. Nedaug - nepamirškite apie tai paklausti. Tai padės pagreitinti diagnozę.",Vai jūs sekojat kādiem medicīniskiem uztura ieteikumiem?,Uztura ieteikumi?,Man nav īpašas diētas. Tikai es skatos uz produktiem.,"Lai labi novērtētu pašreizējo situāciju, ir svarīgi zināt, kas pacientam bija brokastīs.","Lai labi novērtētu pašreizējo situāciju, ir svarīgi zināt, kas pacientam bija brokastīs. Neaizmirstiet par to jautāt. Tas palīdzēs paātrināt diagnozi."
diet_plan,What diet plan do you typically follow?,Diet plan?,I am following my nutritionist's recommendations.,"For the acute situation, this information is not a priority. Only in the case of further treatment or inpatient admission can further discussions be held in this regard. It is good that you did not ask this question in the acute situation.",This question is not necessary for the first medical history interview. It is good that you did not select it.,0,NeutralThinking,,diet,,Welchen Diätplan folgen Sie normalerweise?,Diät Plan?,Ich folge den Empfehlungen meines Ernährungsberaters.,"Für die akute Situation haben diese Informationen keine Priorität. Nur bei weiterer Behandlung oder stationärer Zulassung kann diesbezüglich weitere Diskussionen durchgeführt werden. Es ist gut, dass Sie diese Frage in der akuten Situation nicht gestellt haben.","Diese Frage ist für das erste Interview für Krankengeschichte nicht erforderlich. Es ist gut, dass Sie es nicht ausgewählt haben.",Vilken dietplan följer du vanligtvis?,Dietplan?,Jag följer min näringsläkares rekommendationer.,För den akuta situationen är denna information inte en prioritering. Endast i fallet med ytterligare behandling eller inpatientinträde kan ytterligare diskussioner hållas i detta avseende. Det är bra att du inte ställde denna fråga i den akuta situationen.,Denna fråga är inte nödvändig för den första medicinska historien. Det är bra att du inte valde det.,Kokį dietos planą paprastai laikote?,Dietos planas?,Aš laikausi savo dietologo rekomendacijų.,"Dėl ūmios situacijos ši informacija nėra prioritetas. Tik tolesnio gydymo ar stacionarinio priėmimo atveju gali būti toliau diskutuojamos šiuo atžvilgiu. Gerai, kad jūs neuždavėte šio klausimo ūminėje situacijoje.","Šis klausimas nėra būtinas pirmajam pokalbiui dėl ligos istorijos. Gerai, kad jūs to nepasirinkote.",Kādu diētas plānu jūs parasti ievērojat?,Diētas plāns?,Es sekoju mana dietologa ieteikumiem.,"Akūtā situācijā šī informācija nav prioritāte. Tikai turpmākas ārstēšanas vai stacionāras uzņemšanas gadījumā šajā sakarā var turpināt diskusijas. Ir labi, ka jūs neuzdodāt šo jautājumu akūtā situācijā.","Šis jautājums nav nepieciešams pirmajai intervijai medicīniskajā vēsturē. Ir labi, ka jūs to neizvēlējāties."
eating_habits_problems,Have you identified any problems with your eating habits?,Problems with eating habits?,"Yes, I eat when I feel stressed out.","For the acute situation, this information is not a priority. Only in the case of further treatment or inpatient admission can further discussions be held in this regard. It is good that you did not ask this question in the acute situation.",This question is not necessary for the first medical history interview. It is good that you did not select it.,0,NeutralLegBehind,,diet,,Haben Sie Probleme mit Ihren Essgewohnheiten identifiziert?,Probleme mit Essgewohnheiten?,"Ja, ich esse, wenn ich mich gestresst fühle.","Für die akute Situation haben diese Informationen keine Priorität. Nur bei weiterer Behandlung oder stationärer Zulassung kann diesbezüglich weitere Diskussionen durchgeführt werden. Es ist gut, dass Sie diese Frage in der akuten Situation nicht gestellt haben.","Diese Frage ist für das erste Interview für Krankengeschichte nicht erforderlich. Es ist gut, dass Sie es nicht ausgewählt haben.",Har du identifierat några problem med dina matvanor?,Problem med matvanor?,"Ja, jag äter när jag känner mig stressad.",För den akuta situationen är denna information inte en prioritering. Endast i fallet med ytterligare behandling eller inpatientinträde kan ytterligare diskussioner hållas i detta avseende. Det är bra att du inte ställde denna fråga i den akuta situationen.,Denna fråga är inte nödvändig för den första medicinska historien. Det är bra att du inte valde det.,Ar nustatėte kokių nors savo valgymo įpročių problemų?,Valgymo įpročių problemos?,"Taip, aš valgau, kai jaučiuosi stresą.","Dėl ūmios situacijos ši informacija nėra prioritetas. Tik tolesnio gydymo ar stacionarinio priėmimo atveju gali būti toliau diskutuojamos šiuo atžvilgiu. Gerai, kad jūs neuždavėte šio klausimo ūminėje situacijoje.","Šis klausimas nėra būtinas pirmajam pokalbiui dėl ligos istorijos. Gerai, kad jūs to nepasirinkote.",Vai esat identificējis kādas problēmas ar ēšanas paradumiem?,Problēmas ar ēšanas paradumiem?,"Jā, es ēdu, kad jūtos stresa stāvoklī.","Akūtā situācijā šī informācija nav prioritāte. Tikai turpmākas ārstēšanas vai stacionāras uzņemšanas gadījumā šajā sakarā var turpināt diskusijas. Ir labi, ka jūs neuzdodāt šo jautājumu akūtā situācijā.","Šis jautājums nav nepieciešams pirmajai intervijai medicīniskajā vēsturē. Ir labi, ka jūs to neizvēlējāties."
eating_habits,How often do you eat? what kind of food do you eat?,What are your eating habits?,2-3 times a day,"For the acute situation, this information is not a priority. Only in the case of further treatment or inpatient admission can further discussions be held in this regard. It is good that you did not ask this question in the acute situation.",This question is not necessary for the first medical history interview. It is good that you did not select it.,0,NeutralLegBehind11,,diet,,Wie oft isst du? welche Art von Essen isst du?,Was sind Ihre Essgewohnheiten?,2-3 Mal am Tag,"Für die akute Situation haben diese Informationen keine Priorität. Nur bei weiterer Behandlung oder stationärer Zulassung kann diesbezüglich weitere Diskussionen durchgeführt werden. Es ist gut, dass Sie diese Frage in der akuten Situation nicht gestellt haben.","Diese Frage ist für das erste Interview für Krankengeschichte nicht erforderlich. Es ist gut, dass Sie es nicht ausgewählt haben.",Hur ofta äter du? Vilken typ av mat äter du?,Vilka är dina matvanor?,2-3 gånger om dagen,För den akuta situationen är denna information inte en prioritering. Endast i fallet med ytterligare behandling eller inpatientinträde kan ytterligare diskussioner hållas i detta avseende. Det är bra att du inte ställde denna fråga i den akuta situationen.,Denna fråga är inte nödvändig för den första medicinska historien. Det är bra att du inte valde det.,Kaip dažnai valgote? Kokį maistą valgote?,Kokie jūsų valgymo įpročiai?,2–3 kartus per dieną,"Dėl ūmios situacijos ši informacija nėra prioritetas. Tik tolesnio gydymo ar stacionarinio priėmimo atveju gali būti toliau diskutuojamos šiuo atžvilgiu. Gerai, kad jūs neuždavėte šio klausimo ūminėje situacijoje.","Šis klausimas nėra būtinas pirmajam pokalbiui dėl ligos istorijos. Gerai, kad jūs to nepasirinkote.",Cik bieži jūs ēdat? Kādu ēdienu jūs ēdat?,Kādi ir jūsu ēšanas paradumi?,2-3 reizes dienā,"Akūtā situācijā šī informācija nav prioritāte. Tikai turpmākas ārstēšanas vai stacionāras uzņemšanas gadījumā šajā sakarā var turpināt diskusijas. Ir labi, ka jūs neuzdodāt šo jautājumu akūtā situācijā.","Šis jautājums nav nepieciešams pirmajai intervijai medicīniskajā vēsturē. Ir labi, ka jūs to neizvēlējāties."
food_preparation,How is your food prepared?,How is your food prepared?,It's tasty if you like to know.,"For the acute situation, this information is not a priority. Only in the case of further treatment or inpatient admission can further discussions be held in this regard. It is good that you did not ask this question in the acute situation.",This question is not necessary for the first medical history interview. It is good that you did not select it.,0,NeutralThinking,,diet,,Wie ist Ihr Essen zubereitet?,Wie ist Ihr Essen zubereitet?,"Es ist lecker, wenn Sie gerne wissen.","Für die akute Situation haben diese Informationen keine Priorität. Nur bei weiterer Behandlung oder stationärer Zulassung kann diesbezüglich weitere Diskussionen durchgeführt werden. Es ist gut, dass Sie diese Frage in der akuten Situation nicht gestellt haben.","Diese Frage ist für das erste Interview für Krankengeschichte nicht erforderlich. Es ist gut, dass Sie es nicht ausgewählt haben.",Hur är din mat beredd?,Hur är din mat beredd?,Det är välsmakande om du gillar att veta.,För den akuta situationen är denna information inte en prioritering. Endast i fallet med ytterligare behandling eller inpatientinträde kan ytterligare diskussioner hållas i detta avseende. Det är bra att du inte ställde denna fråga i den akuta situationen.,Denna fråga är inte nödvändig för den första medicinska historien. Det är bra att du inte valde det.,Kaip paruoštas jūsų maistas?,Kaip paruoštas jūsų maistas?,"Tai skanu, jei mėgstate žinoti.","Dėl ūmios situacijos ši informacija nėra prioritetas. Tik tolesnio gydymo ar stacionarinio priėmimo atveju gali būti toliau diskutuojamos šiuo atžvilgiu. Gerai, kad jūs neuždavėte šio klausimo ūminėje situacijoje.","Šis klausimas nėra būtinas pirmajam pokalbiui dėl ligos istorijos. Gerai, kad jūs to nepasirinkote.",Kā tiek pagatavots jūsu ēdiens?,Kā tiek pagatavots jūsu ēdiens?,"Tas ir garšīgi, ja vēlaties zināt.","Akūtā situācijā šī informācija nav prioritāte. Tikai turpmākas ārstēšanas vai stacionāras uzņemšanas gadījumā šajā sakarā var turpināt diskusijas. Ir labi, ka jūs neuzdodāt šo jautājumu akūtā situācijā.","Šis jautājums nav nepieciešams pirmajai intervijai medicīniskajā vēsturē. Ir labi, ka jūs to neizvēlējāties."
sugary_drinks,Do you drink sugar sweetened drinks?,Sugary drinks?,"Yeah, sometimes. To be honest...","For the acute situation, this information is not a priority. Only in the case of further treatment or inpatient admission can further discussions be held in this regard. It is good that you did not ask this question in the acute situation.",This question is not necessary for the first medical history interview. It is good that you did not select it.,0,NeutralLegBehind,,diet,,Trinkst du Zucker gesüßte Getränke?,Zuckerhaltige Getränke?,Ja manchmal. Um ehrlich zu sein...,"Für die akute Situation haben diese Informationen keine Priorität. Nur bei weiterer Behandlung oder stationärer Zulassung kann diesbezüglich weitere Diskussionen durchgeführt werden. Es ist gut, dass Sie diese Frage in der akuten Situation nicht gestellt haben.","Diese Frage ist für das erste Interview für Krankengeschichte nicht erforderlich. Es ist gut, dass Sie es nicht ausgewählt haben.",Dricker du socker sötade drycker?,Sockerhaltiga drycker?,"Ja, ibland. För att vara ärlig...",För den akuta situationen är denna information inte en prioritering. Endast i fallet med ytterligare behandling eller inpatientinträde kan ytterligare diskussioner hållas i detta avseende. Det är bra att du inte ställde denna fråga i den akuta situationen.,Denna fråga är inte nödvändig för den första medicinska historien. Det är bra att du inte valde det.,Ar geriate cukraus saldintus gėrimus?,Saldžių gėrimų?,"Taip, kartais. Būti nuoširdžiam...","Dėl ūmios situacijos ši informacija nėra prioritetas. Tik tolesnio gydymo ar stacionarinio priėmimo atveju gali būti toliau diskutuojamos šiuo atžvilgiu. Gerai, kad jūs neuždavėte šio klausimo ūminėje situacijoje.","Šis klausimas nėra būtinas pirmajam pokalbiui dėl ligos istorijos. Gerai, kad jūs to nepasirinkote.",Vai jūs dzerat cukura saldinātus dzērienus?,Saldie dzērieni?,"Jā, dažreiz. Atklāti sakot...","Akūtā situācijā šī informācija nav prioritāte. Tikai turpmākas ārstēšanas vai stacionāras uzņemšanas gadījumā šajā sakarā var turpināt diskusijas. Ir labi, ka jūs neuzdodāt šo jautājumu akūtā situācijā.","Šis jautājums nav nepieciešams pirmajai intervijai medicīniskajā vēsturē. Ir labi, ka jūs to neizvēlējāties."
dietary_restrictions,"Please, do you have any religious or cultural diet requirements?",,I don't have any.,"For the acute situation, this information is not a priority. Only in the case of further treatment or inpatient admission can further discussions be held in this regard. It is good that you did not ask this question in the acute situation.",This question is not necessary for the first medical history interview. It is good that you did not select it.,0,NeutralLegBehind12,,diet,,Bitte haben Sie religiöse oder kulturelle Ernährungsanforderungen?,#VALUE!,Ich habe keine.,"Für die akute Situation haben diese Informationen keine Priorität. Nur bei weiterer Behandlung oder stationärer Zulassung kann diesbezüglich weitere Diskussionen durchgeführt werden. Es ist gut, dass Sie diese Frage in der akuten Situation nicht gestellt haben.","Diese Frage ist für das erste Interview für Krankengeschichte nicht erforderlich. Es ist gut, dass Sie es nicht ausgewählt haben.","Snälla, har du några religiösa eller kulturella dietkrav?",#VALUE!,Jag har inget.,För den akuta situationen är denna information inte en prioritering. Endast i fallet med ytterligare behandling eller inpatientinträde kan ytterligare diskussioner hållas i detta avseende. Det är bra att du inte ställde denna fråga i den akuta situationen.,Denna fråga är inte nödvändig för den första medicinska historien. Det är bra att du inte valde det.,"Prašau, ar turite kokių nors religinių ar kultūrinių dietos reikalavimų?",#VALUE!,Neturiu.,"Dėl ūmios situacijos ši informacija nėra prioritetas. Tik tolesnio gydymo ar stacionarinio priėmimo atveju gali būti toliau diskutuojamos šiuo atžvilgiu. Gerai, kad jūs neuždavėte šio klausimo ūminėje situacijoje.","Šis klausimas nėra būtinas pirmajam pokalbiui dėl ligos istorijos. Gerai, kad jūs to nepasirinkote.","Lūdzu, vai jums ir kādas reliģiskas vai kultūras diētas prasības?",#VALUE!,Man tādu nav.,"Akūtā situācijā šī informācija nav prioritāte. Tikai turpmākas ārstēšanas vai stacionāras uzņemšanas gadījumā šajā sakarā var turpināt diskusijas. Ir labi, ka jūs neuzdodāt šo jautājumu akūtā situācijā.","Šis jautājums nav nepieciešams pirmajai intervijai medicīniskajā vēsturē. Ir labi, ka jūs to neizvēlējāties."
stress,Have you had any stress in the last few days?,Recent stress,My work gives me no break to relax.,It is good to know if the patient is currently in an acute stress situation. Very thoughtful of you to ask this question.,"It is good to know if the patient is currently in an acute stress situation. If you ask these questions, you can assess the patient's current situation very well - so please do not forget to ask about it. Stress unfortunately often affects blood glucose values.",1,HappyThumbsUp,,lifestyle,,Haben Sie in den letzten Tagen einen Stress gehabt?,Jüngster Stress,"Meine Arbeit gibt mir keine Pause, um mich zu entspannen.","Für die akute Situation haben diese Informationen keine Priorität. Nur bei weiterer Behandlung oder stationärer Zulassung kann diesbezüglich weitere Diskussionen durchgeführt werden. Es ist gut, dass Sie diese Frage in der akuten Situation nicht gestellt haben.","Diese Frage ist für das erste Interview für Krankengeschichte nicht erforderlich. Es ist gut, dass Sie es nicht ausgewählt haben.",Har du haft någon stress de senaste dagarna?,Nyligen stress,Mitt arbete ger mig ingen paus att koppla av.,För den akuta situationen är denna information inte en prioritering. Endast i fallet med ytterligare behandling eller inpatientinträde kan ytterligare diskussioner hållas i detta avseende. Det är bra att du inte ställde denna fråga i den akuta situationen.,Denna fråga är inte nödvändig för den första medicinska historien. Det är bra att du inte valde det.,Ar per pastarąsias kelias dienas patyrėte stresą?,Naujausias stresas,Mano darbas nesuteikia pertraukos atsipalaiduoti.,"Dėl ūmios situacijos ši informacija nėra prioritetas. Tik tolesnio gydymo ar stacionarinio priėmimo atveju gali būti toliau diskutuojamos šiuo atžvilgiu. Gerai, kad jūs neuždavėte šio klausimo ūminėje situacijoje.","Šis klausimas nėra būtinas pirmajam pokalbiui dėl ligos istorijos. Gerai, kad jūs to nepasirinkote.",Vai jums pēdējās dienās ir bijis kāds stress?,Nesenais stress,"Mans darbs man nedod pārtraukumu, lai atpūstos.","Akūtā situācijā šī informācija nav prioritāte. Tikai turpmākas ārstēšanas vai stacionāras uzņemšanas gadījumā šajā sakarā var turpināt diskusijas. Ir labi, ka jūs neuzdodāt šo jautājumu akūtā situācijā.","Šis jautājums nav nepieciešams pirmajai intervijai medicīniskajā vēsturē. Ir labi, ka jūs to neizvēlējāties."
alcohol,How often do you have alcoholic drinks?,Alcohol frequency,Rarely.,"For the acute situation, this information is not a priority. Only in the case of further treatment or inpatient admission can further discussions be held in this regard. It is good that you did not ask this question in the acute situation.",This question is not necessary for the first medical history interview. It is good that you did not select it.,0,NeutralLegBehind,,lifestyle,,Wie oft haben Sie alkoholische Getränke?,Alkoholfrequenz,Selten.,"Es ist gut zu wissen, ob sich der Patient derzeit in einer akuten Stresssituation befindet. Sehr nachdenklich von Ihnen, diese Frage zu stellen.","Es ist gut zu wissen, ob sich der Patient derzeit in einer akuten Stresssituation befindet. Wenn Sie diese Fragen stellen, können Sie die aktuelle Situation des Patienten sehr gut bewerten. Bitte vergessen Sie also nicht, darüber zu fragen. Stress wirkt sich leider oft auf die Blutzuckerwerte aus.",Hur ofta har du alkoholhaltiga drycker?,Alkoholfrekvens,Sällan.,Det är bra att veta om patienten för närvarande är i en akut stresssituation. Mycket tankeväckande av dig att ställa denna fråga.,Det är bra att veta om patienten för närvarande är i en akut stresssituation. Om du ställer dessa frågor kan du bedöma patientens nuvarande situation mycket bra - så glöm inte att fråga om det. Stress påverkar tyvärr ofta blodglukosvärden.,Kaip dažnai turite alkoholinių gėrimų?,Alkoholio dažnis,Retai.,"Gera žinoti, ar pacientas šiuo metu patiria ūminę stresą. Labai apgalvota užduoti šį klausimą.","Gera žinoti, ar pacientas šiuo metu patiria ūminę stresą. Jei užduosite šiuos klausimus, galite labai gerai įvertinti dabartinę paciento situaciją - todėl nepamirškite apie tai paklausti. Stresas, deja, dažnai daro įtaką gliukozės kiekiui kraujyje.",Cik bieži jums ir alkoholiskie dzērieni?,Alkohola biežums,Reti.,"Ir labi zināt, vai pacients pašlaik atrodas akūta stresa situācijā. Ļoti pārdomāts par jums uzdot šo jautājumu.","Ir labi zināt, vai pacients pašlaik atrodas akūta stresa situācijā. Ja uzdodat šos jautājumus, jūs varat ļoti labi novērtēt pacienta pašreizējo situāciju - tāpēc, lūdzu, neaizmirstiet par to jautāt. Stress diemžēl bieži ietekmē glikozes līmeni asinīs."
tobacco,Do you smoke or chew tobacco?,Tobacco usage,"Yes, I do. I admit it. ","For the acute situation, this information is not a priority. Only in the case of further treatment or inpatient admission can further discussions be held in this regard. It is good that you did not ask this question in the acute situation.",This question is not necessary for the first medical history interview. It is good that you did not select it.,0,NeutralLegBehind2,,lifestyle,,Rauchen oder kauen Sie Tabak?,Tabakverbrauch,"Ja, ich will. Ich gebe es zu.","Für die akute Situation haben diese Informationen keine Priorität. Nur bei weiterer Behandlung oder stationärer Zulassung kann diesbezüglich weitere Diskussionen durchgeführt werden. Es ist gut, dass Sie diese Frage in der akuten Situation nicht gestellt haben.","Diese Frage ist für das erste Interview für Krankengeschichte nicht erforderlich. Es ist gut, dass Sie es nicht ausgewählt haben.",Röker du eller tuggar tobak?,Tobaksanvändning,Ja det gör jag. Jag erkänner det.,För den akuta situationen är denna information inte en prioritering. Endast i fallet med ytterligare behandling eller inpatientinträde kan ytterligare diskussioner hållas i detta avseende. Det är bra att du inte ställde denna fråga i den akuta situationen.,Denna fråga är inte nödvändig för den första medicinska historien. Det är bra att du inte valde det.,Ar rūkote ar kramto tabaką?,Tabako naudojimas,"Taip, aš darau. Aš tai pripažįstu.","Dėl ūmios situacijos ši informacija nėra prioritetas. Tik tolesnio gydymo ar stacionarinio priėmimo atveju gali būti toliau diskutuojamos šiuo atžvilgiu. Gerai, kad jūs neuždavėte šio klausimo ūminėje situacijoje.","Šis klausimas nėra būtinas pirmajam pokalbiui dėl ligos istorijos. Gerai, kad jūs to nepasirinkote.",Vai jūs smēķējat vai košļājat tabaku?,Tabakas lietošana,Jā. Es to atzīstu.,"Akūtā situācijā šī informācija nav prioritāte. Tikai turpmākas ārstēšanas vai stacionāras uzņemšanas gadījumā šajā sakarā var turpināt diskusijas. Ir labi, ka jūs neuzdodāt šo jautājumu akūtā situācijā.","Šis jautājums nav nepieciešams pirmajai intervijai medicīniskajā vēsturē. Ir labi, ka jūs to neizvēlējāties."
children,Do you have children?,Do you have children?,"Yes, I have two.","For the acute situation, this information is not a priority. Only in the case of further treatment or inpatient admission can further discussions be held in this regard. It is good that you did not ask this question in the acute situation.",This question is not necessary for the first medical history interview. It is good that you did not select it.,1,HappyFistToChest,,lifestyle,,Hast du Kinder?,Hast du Kinder?,"Ja, ich habe zwei.","Für die akute Situation haben diese Informationen keine Priorität. Nur bei weiterer Behandlung oder stationärer Zulassung kann diesbezüglich weitere Diskussionen durchgeführt werden. Es ist gut, dass Sie diese Frage in der akuten Situation nicht gestellt haben.","Diese Frage ist für das erste Interview für Krankengeschichte nicht erforderlich. Es ist gut, dass Sie es nicht ausgewählt haben.",Har du barn?,Har du barn?,"Ja, jag har två.",För den akuta situationen är denna information inte en prioritering. Endast i fallet med ytterligare behandling eller inpatientinträde kan ytterligare diskussioner hållas i detta avseende. Det är bra att du inte ställde denna fråga i den akuta situationen.,Denna fråga är inte nödvändig för den första medicinska historien. Det är bra att du inte valde det.,Ar jūs turite vaikų?,Ar jūs turite vaikų?,"Taip, aš turiu du.","Dėl ūmios situacijos ši informacija nėra prioritetas. Tik tolesnio gydymo ar stacionarinio priėmimo atveju gali būti toliau diskutuojamos šiuo atžvilgiu. Gerai, kad jūs neuždavėte šio klausimo ūminėje situacijoje.","Šis klausimas nėra būtinas pirmajam pokalbiui dėl ligos istorijos. Gerai, kad jūs to nepasirinkote.",Vai jums ir bērni?,Vai jums ir bērni?,"Jā, man ir divi.","Akūtā situācijā šī informācija nav prioritāte. Tikai turpmākas ārstēšanas vai stacionāras uzņemšanas gadījumā šajā sakarā var turpināt diskusijas. Ir labi, ka jūs neuzdodāt šo jautājumu akūtā situācijā.","Šis jautājums nav nepieciešams pirmajai intervijai medicīniskajā vēsturē. Ir labi, ka jūs to neizvēlējāties."
work,What is your work?,What is your work?,I am HR manager.,"For the acute situation, this information is not a priority. Only in the case of further treatment or inpatient admission can further discussions be held in this regard. It is good that you did not ask this question in the acute situation.",This question is not necessary for the first medical history interview. It is good that you did not select it.,0,NeutralLegBehind,,lifestyle,,Was ist deine Arbeit?,Was ist deine Arbeit?,Ich bin HR -Manager.,"Für die akute Situation haben diese Informationen keine Priorität. Nur bei weiterer Behandlung oder stationärer Zulassung kann diesbezüglich weitere Diskussionen durchgeführt werden. Es ist gut, dass Sie diese Frage in der akuten Situation nicht gestellt haben.","Diese Frage ist für das erste Interview für Krankengeschichte nicht erforderlich. Es ist gut, dass Sie es nicht ausgewählt haben.",Vad jobbar du med?,Vad jobbar du med?,Jag är HR -chef.,För den akuta situationen är denna information inte en prioritering. Endast i fallet med ytterligare behandling eller inpatientinträde kan ytterligare diskussioner hållas i detta avseende. Det är bra att du inte ställde denna fråga i den akuta situationen.,Denna fråga är inte nödvändig för den första medicinska historien. Det är bra att du inte valde det.,Koks tavo darbas?,Koks tavo darbas?,Aš esu HR vadovas.,"Dėl ūmios situacijos ši informacija nėra prioritetas. Tik tolesnio gydymo ar stacionarinio priėmimo atveju gali būti toliau diskutuojamos šiuo atžvilgiu. Gerai, kad jūs neuždavėte šio klausimo ūminėje situacijoje.","Šis klausimas nėra būtinas pirmajam pokalbiui dėl ligos istorijos. Gerai, kad jūs to nepasirinkote.",Kāds ir tavs darbs?,Kāds ir tavs darbs?,Es esmu HR menedžeris.,"Akūtā situācijā šī informācija nav prioritāte. Tikai turpmākas ārstēšanas vai stacionāras uzņemšanas gadījumā šajā sakarā var turpināt diskusijas. Ir labi, ka jūs neuzdodāt šo jautājumu akūtā situācijā.","Šis jautājums nav nepieciešams pirmajai intervijai medicīniskajā vēsturē. Ir labi, ka jūs to neizvēlējāties."
emergency_contacts,Who should we contact in an emergency?,Emergency contact?,My husband.,"It is always important to know who should be notified in an emergency. It's good that you ask, because an emergency can happen quickly in the event of a blood sugar imbalance.","Please do not forget to ask who should be notified in an emergency. This information is very important because in the event of a blood glucose imbalance, an emergency can occur very quickly.",0,NeutralLegBehind2,,lifestyle,,An wen sollten wir uns im Notfall wenden?,Notfallkontakt?,Mein Ehemann.,"Für die akute Situation haben diese Informationen keine Priorität. Nur bei weiterer Behandlung oder stationärer Zulassung kann diesbezüglich weitere Diskussionen durchgeführt werden. Es ist gut, dass Sie diese Frage in der akuten Situation nicht gestellt haben.","Diese Frage ist für das erste Interview für Krankengeschichte nicht erforderlich. Es ist gut, dass Sie es nicht ausgewählt haben.",Vem ska vi kontakta i en nödsituation?,Kontaktinformation i en nödsituation?,Min make.,För den akuta situationen är denna information inte en prioritering. Endast i fallet med ytterligare behandling eller inpatientinträde kan ytterligare diskussioner hållas i detta avseende. Det är bra att du inte ställde denna fråga i den akuta situationen.,Denna fråga är inte nödvändig för den första medicinska historien. Det är bra att du inte valde det.,Su kuo turėtume susisiekti ekstremalioje situacijoje?,Avarinis kontaktas?,Mano vyras.,"Dėl ūmios situacijos ši informacija nėra prioritetas. Tik tolesnio gydymo ar stacionarinio priėmimo atveju gali būti toliau diskutuojamos šiuo atžvilgiu. Gerai, kad jūs neuždavėte šio klausimo ūminėje situacijoje.","Šis klausimas nėra būtinas pirmajam pokalbiui dėl ligos istorijos. Gerai, kad jūs to nepasirinkote.",Ar ko mums vajadzētu sazināties ārkārtas situācijā?,Ārkārtas kontakts?,Mans vīrs.,"Akūtā situācijā šī informācija nav prioritāte. Tikai turpmākas ārstēšanas vai stacionāras uzņemšanas gadījumā šajā sakarā var turpināt diskusijas. Ir labi, ka jūs neuzdodāt šo jautājumu akūtā situācijā.","Šis jautājums nav nepieciešams pirmajai intervijai medicīniskajā vēsturē. Ir labi, ka jūs to neizvēlējāties."
