Tag,EnglishText,EnglishShort,EnglishAnswer,EnglishAsked,EnglishMissed,MoodChanges,AnimationType,PrerequisiteTag,Topic,InfoTag,Relavance,GermanText,GermanShort,GermanAnswer,GermanAsked,GermanMissed,SwedishText,SwedishShort,SwedishAnswer,SwedishAsked,SwedishMissed,LithuanianText,LithuanianShort,LithuanianAnswer,LithuanianAsked,LithuanianMissed,LatvianText,LatvianShort,LatvianAnswer,LatvianAsked,LatvianMissed
eating_habits_problems,Have you identified any problems with your eating habits?,Problems with eating habits?,"Yes, I eat when I feel stress. And I feel sick about it. But I can't do anything with that.","For the acute situation, this information is not a priority. Only in the case of further treatment or inpatient admission can further discussions be held in this regard. It is good that you did not ask this question in the acute situation.",This question is not necessary for the first medical history interview. It is good that you did not select it.,0,NeutralLegBehind,,diet,,0,Haben Sie Probleme mit Ihren Essgewohnheiten identifiziert?,Probleme mit Essgewohnheiten?,"Ja, ich esse, wenn ich Stress habe. Und ich bin krank darüber. Aber damit kann ich nichts tun.","Für die akute Situation haben diese Informationen keine Priorität. Nur bei weiterer Behandlung oder stationärer Zulassung kann diesbezüglich weitere Diskussionen durchgeführt werden. Es ist gut, dass Sie diese Frage in der akuten Situation nicht gestellt haben.","Diese Frage ist für das erste Interview für Krankengeschichte nicht erforderlich. Es ist gut, dass Sie es nicht ausgewählt haben.",Har du identifierat några problem med dina matvanor?,Problem med matvanor?,"Ja, jag äter när jag känner stress. Och jag känner mig sjuk över det. Men jag kan inte göra någonting med det.",För den akuta situationen är denna information inte en prioritering. Endast i fallet med ytterligare behandling eller inpatientinträde kan ytterligare diskussioner hållas i detta avseende. Det är bra att du inte ställde denna fråga i den akuta situationen.,Denna fråga är inte nödvändig för den första medicinska historien. Det är bra att du inte valde det.,Ar nustatėte kokių nors savo valgymo įpročių problemų?,Valgymo įpročių problemos?,"Taip, aš valgau, kai jaučiu stresą. Ir man dėl to blogai. Bet aš nieko negaliu padaryti.","Dėl ūmios situacijos ši informacija nėra prioritetas. Tik tolesnio gydymo ar stacionarinio priėmimo atveju gali būti toliau diskutuojamos šiuo atžvilgiu. Gerai, kad jūs neuždavėte šio klausimo ūminėje situacijoje.","Šis klausimas nėra būtinas pirmajam pokalbiui dėl ligos istorijos. Gerai, kad to nepasirinkote.",Vai esat identificējis kādas problēmas ar ēšanas paradumiem?,Problēmas ar ēšanas paradumiem?,"Jā, es ēdu, kad jūtu stresu. Un es par to jūtos slims. Bet es ar to neko nevaru izdarīt.","Akūtā situācijā šī informācija nav prioritāte. Tikai turpmākas ārstēšanas vai stacionāras uzņemšanas gadījumā šajā sakarā var turpināt diskusijas. Ir labi, ka jūs neuzdodāt šo jautājumu akūtā situācijā.","Šis jautājums nav nepieciešams pirmajai medicīniskās vēstures intervijai. Ir labi, ka jūs to neizvēlējāties."
eating_habits,How often do you eat? what kind of food do you eat?,What are your eating habits?,3-5 times a day,"For the acute situation, this information is not a priority. Only in the case of further treatment or inpatient admission can further discussions be held in this regard. It is good that you did not ask this question in the acute situation.",This question is not necessary for the first medical history interview. It is good that you did not select it.,0,NeutralLegBehind10,,diet,,0,Wie oft isst du? welche Art von Essen isst du?,Was sind Ihre Essgewohnheiten?,3-5 mal am Tag,"Für die akute Situation haben diese Informationen keine Priorität. Nur bei weiterer Behandlung oder stationärer Zulassung kann diesbezüglich weitere Diskussionen durchgeführt werden. Es ist gut, dass Sie diese Frage in der akuten Situation nicht gestellt haben.","Diese Frage ist für das erste Interview für Krankengeschichte nicht erforderlich. Es ist gut, dass Sie es nicht ausgewählt haben.",Hur ofta äter du? Vilken typ av mat äter du?,Vilka är dina matvanor?,3-5 gånger om dagen,För den akuta situationen är denna information inte en prioritering. Endast i fallet med ytterligare behandling eller inpatientinträde kan ytterligare diskussioner hållas i detta avseende. Det är bra att du inte ställde denna fråga i den akuta situationen.,Denna fråga är inte nödvändig för den första medicinska historien. Det är bra att du inte valde det.,Kaip dažnai valgote? Kokį maistą valgote?,Kokie jūsų valgymo įpročiai?,3-5 kartus per dieną,"Dėl ūmios situacijos ši informacija nėra prioritetas. Tik tolesnio gydymo ar stacionarinio priėmimo atveju gali būti toliau diskutuojamos šiuo atžvilgiu. Gerai, kad jūs neuždavėte šio klausimo ūminėje situacijoje.","Šis klausimas nėra būtinas pirmajam pokalbiui dėl ligos istorijos. Gerai, kad to nepasirinkote.",Cik bieži jūs ēdat? Kādu ēdienu jūs ēdat?,Kādi ir jūsu ēšanas paradumi?,3-5 reizes dienā,"Akūtā situācijā šī informācija nav prioritāte. Tikai turpmākas ārstēšanas vai stacionāras uzņemšanas gadījumā šajā sakarā var turpināt diskusijas. Ir labi, ka jūs neuzdodāt šo jautājumu akūtā situācijā.","Šis jautājums nav nepieciešams pirmajai medicīniskās vēstures intervijai. Ir labi, ka jūs to neizvēlējāties."
food_preparation,How is your food prepared?,How is your food prepared?,Is it important? It's tasty. It's only what matters.,"For the acute situation, this information is not a priority. Only in the case of further treatment or inpatient admission can further discussions be held in this regard. It is good that you did not ask this question in the acute situation.",This question is not necessary for the first medical history interview. It is good that you did not select it.,-1,AngryPointingAtNurse,,diet,,0,Wie ist Ihr Essen zubereitet?,Wie ist Ihr Essen zubereitet?,Ist es wichtig? Es schmeckt gut. Es ist nur was wichtig ist.,"Für die akute Situation haben diese Informationen keine Priorität. Nur bei weiterer Behandlung oder stationärer Zulassung kann diesbezüglich weitere Diskussionen durchgeführt werden. Es ist gut, dass Sie diese Frage in der akuten Situation nicht gestellt haben.","Diese Frage ist für das erste Interview für Krankengeschichte nicht erforderlich. Es ist gut, dass Sie es nicht ausgewählt haben.",Hur är din mat beredd?,Hur är din mat beredd?,Det är viktigt? Det är gott. Det är bara det som är viktigt.,För den akuta situationen är denna information inte en prioritering. Endast i fallet med ytterligare behandling eller inpatientinträde kan ytterligare diskussioner hållas i detta avseende. Det är bra att du inte ställde denna fråga i den akuta situationen.,Denna fråga är inte nödvändig för den första medicinska historien. Det är bra att du inte valde det.,Kaip paruoštas jūsų maistas?,Kaip paruoštas jūsų maistas?,"Ar tai svarbu? Tai skanu. Svarbu tik tai, kas svarbu.","Dėl ūmios situacijos ši informacija nėra prioritetas. Tik tolesnio gydymo ar stacionarinio priėmimo atveju gali būti toliau diskutuojamos šiuo atžvilgiu. Gerai, kad jūs neuždavėte šio klausimo ūminėje situacijoje.","Šis klausimas nėra būtinas pirmajam pokalbiui dėl ligos istorijos. Gerai, kad to nepasirinkote.",Kā tiek pagatavots jūsu ēdiens?,Kā tiek pagatavots jūsu ēdiens?,"Vai tas ir svarīgi? Tas ir garšīgi. Tas ir tikai tas, kas ir svarīgi.","Akūtā situācijā šī informācija nav prioritāte. Tikai turpmākas ārstēšanas vai stacionāras uzņemšanas gadījumā šajā sakarā var turpināt diskusijas. Ir labi, ka jūs neuzdodāt šo jautājumu akūtā situācijā.","Šis jautājums nav nepieciešams pirmajai medicīniskās vēstures intervijai. Ir labi, ka jūs to neizvēlējāties."
sugary_drinks,Do you drink sugar sweetened drinks?,Sugary drinks?,"Though, I'm trying to drink them less, but can't stand it. ","For the acute situation, this information is not a priority. Only in the case of further treatment or inpatient admission can further discussions be held in this regard. It is good that you did not ask this question in the acute situation.",This question is not necessary for the first medical history interview. It is good that you did not select it.,0,NeutralLegBehind,,diet,,0,Trinkst du Zucker gesüßte Getränke?,Zuckerhaltige Getränke?,"Ich versuche sie jedoch weniger zu trinken, kann es aber nicht aushalten.","Für die akute Situation haben diese Informationen keine Priorität. Nur bei weiterer Behandlung oder stationärer Zulassung kann diesbezüglich weitere Diskussionen durchgeführt werden. Es ist gut, dass Sie diese Frage in der akuten Situation nicht gestellt haben.","Diese Frage ist für das erste Interview für Krankengeschichte nicht erforderlich. Es ist gut, dass Sie es nicht ausgewählt haben.",Dricker du socker sötade drycker?,Sockerhaltiga drycker?,"Men jag försöker dricka dem mindre, men tål inte det.",För den akuta situationen är denna information inte en prioritering. Endast i fallet med ytterligare behandling eller inpatientinträde kan ytterligare diskussioner hållas i detta avseende. Det är bra att du inte ställde denna fråga i den akuta situationen.,Denna fråga är inte nödvändig för den första medicinska historien. Det är bra att du inte valde det.,Ar geriate cukraus saldintus gėrimus?,Saldžių gėrimų?,"Nors aš bandau juos gerti mažiau, bet negaliu to pakęsti.","Dėl ūmios situacijos ši informacija nėra prioritetas. Tik tolesnio gydymo ar stacionarinio priėmimo atveju gali būti toliau diskutuojamos šiuo atžvilgiu. Gerai, kad jūs neuždavėte šio klausimo ūminėje situacijoje.","Šis klausimas nėra būtinas pirmajam pokalbiui dėl ligos istorijos. Gerai, kad to nepasirinkote.",Vai jūs dzerat cukura saldinātus dzērienus?,Saldie dzērieni?,"Lai gan es cenšos tos dzert mazāk, bet nevaru to izturēt.","Akūtā situācijā šī informācija nav prioritāte. Tikai turpmākas ārstēšanas vai stacionāras uzņemšanas gadījumā šajā sakarā var turpināt diskusijas. Ir labi, ka jūs neuzdodāt šo jautājumu akūtā situācijā.","Šis jautājums nav nepieciešams pirmajai medicīniskās vēstures intervijai. Ir labi, ka jūs to neizvēlējāties."
dietary_restrictions,"Please, do you have any religious or cultural diet requirements?",Tobacco usage,"You really think, this is a right moment of time to talk about it? I don't have much time to cook healthy food, and I have to eat what I can get.","For the acute situation, this information is not a priority. Only in the case of further treatment or inpatient admission can further discussions be held in this regard. It is good that you did not ask this question in the acute situation.",This question is not necessary for the first medical history interview. It is good that you did not select it.,-1,AngryPointingAtNurse,,diet,,0,Bitte haben Sie religiöse oder kulturelle Ernährungsanforderungen?,Tabakverbrauch,"Sie denken wirklich, das ist ein richtiger Moment, um darüber zu sprechen? Ich habe nicht viel Zeit, gesundes Essen zu kochen, und ich muss essen, was ich bekommen kann.","Für die akute Situation haben diese Informationen keine Priorität. Nur bei weiterer Behandlung oder stationärer Zulassung kann diesbezüglich weitere Diskussionen durchgeführt werden. Es ist gut, dass Sie diese Frage in der akuten Situation nicht gestellt haben.","Diese Frage ist für das erste Interview für Krankengeschichte nicht erforderlich. Es ist gut, dass Sie es nicht ausgewählt haben.","Snälla, har du några religiösa eller kulturella dietkrav?",Tobaksanvändning,"Tror du verkligen, det här är ett rätt ögonblick att prata om det? Jag har inte mycket tid att laga hälsosam mat och jag måste äta vad jag kan få.",För den akuta situationen är denna information inte en prioritering. Endast i fallet med ytterligare behandling eller inpatientinträde kan ytterligare diskussioner hållas i detta avseende. Det är bra att du inte ställde denna fråga i den akuta situationen.,Denna fråga är inte nödvändig för den första medicinska historien. Det är bra att du inte valde det.,"Prašau, ar turite kokių nors religinių ar kultūrinių dietos reikalavimų?",Tabako naudojimas,"Jūs tikrai manote, kad tai tinkamas laiko momentas apie tai kalbėti? Neturiu daug laiko gaminti sveiką maistą ir turiu valgyti tai, ką galiu gauti.","Dėl ūmios situacijos ši informacija nėra prioritetas. Tik tolesnio gydymo ar stacionarinio priėmimo atveju gali būti toliau diskutuojamos šiuo atžvilgiu. Gerai, kad jūs neuždavėte šio klausimo ūminėje situacijoje.","Šis klausimas nėra būtinas pirmajam pokalbiui dėl ligos istorijos. Gerai, kad to nepasirinkote.","Lūdzu, vai jums ir kādas reliģiskas vai kultūras diētas prasības?",Tabakas lietojums,"Jūs tiešām domājat, ka šis ir īstais laika brīdis, lai par to runātu? Man nav daudz laika pagatavot veselīgu pārtiku, un man ir jāēd tas, ko es varu iegūt.","Akūtā situācijā šī informācija nav prioritāte. Tikai turpmākas ārstēšanas vai stacionāras uzņemšanas gadījumā šajā sakarā var turpināt diskusijas. Ir labi, ka jūs neuzdodāt šo jautājumu akūtā situācijā.","Šis jautājums nav nepieciešams pirmajai medicīniskās vēstures intervijai. Ir labi, ka jūs to neizvēlējāties."
stress,Have you had any stress in the last few days?,Recent stress,"Yeah, I'm affraid of COVID so much. I also have to look for a job. It makes me sick.",It is good to know if the patient is currently in an acute stress situation. Very thoughtful of you to ask this question.,"It is good to know if the patient is currently in an acute stress situation. If you ask these questions, you can assess the patient's current situation very well - so please do not forget to ask about it. Stress unfortunately often affects blood glucose values.",1,HappyOkay,,lifestyle,,1,Haben Sie in den letzten Tagen einen Stress gehabt?,Jüngster Stress,"Ja, ich habe so viel vor Covid so viel. Ich muss auch nach einem Job suchen. Es macht mich krank.","Es ist gut zu wissen, ob sich der Patient derzeit in einer akuten Stresssituation befindet. Sehr nachdenklich von Ihnen, diese Frage zu stellen.","Es ist gut zu wissen, ob sich der Patient derzeit in einer akuten Stresssituation befindet. Wenn Sie diese Fragen stellen, können Sie die aktuelle Situation des Patienten sehr gut bewerten. Bitte vergessen Sie nicht, darüber zu fragen. Stress wirkt sich leider oft auf die Blutzuckerwerte aus.",Har du haft någon stress de senaste dagarna?,Nyligen stress,"Ja, jag är affraid av Covid så mycket. Jag måste också leta efter ett jobb. Det gör mig sjuk.",Det är bra att veta om patienten för närvarande är i en akut stresssituation. Mycket tankeväckande av dig att ställa denna fråga.,Det är bra att veta om patienten för närvarande är i en akut stresssituation. Om du ställer dessa frågor kan du bedöma patientens nuvarande situation mycket bra - så glöm inte att fråga om det. Stress påverkar tyvärr ofta blodglukosvärden.,Ar per pastarąsias kelias dienas patyrėte stresą?,Naujausias stresas,"Taip, aš tiek daug kenčiuosi nuo Covido. Aš taip pat turiu ieškoti darbo. Tai mane vargina.","Gera žinoti, ar pacientas šiuo metu patiria ūminį streso situaciją. Labai apgalvota užduoti šį klausimą.","Gera žinoti, ar pacientas šiuo metu patiria ūminį streso situaciją. Jei užduosite šiuos klausimus, galite labai gerai įvertinti dabartinę paciento situaciją - todėl nepamirškite apie tai paklausti. Stresas, deja, dažnai daro įtaką gliukozės kiekiui kraujyje.",Vai jums pēdējās dienās ir bijis kāds stress?,Nesenais stress,"Jā, es tik ļoti esmu pretrunā ar kovīdu. Man arī jāmeklē darbs. Tas mani padara slimu.","Ir labi zināt, vai pacients šobrīd atrodas akūta stresa situācijā. Ļoti pārdomāts par jums uzdot šo jautājumu.","Ir labi zināt, vai pacients šobrīd atrodas akūta stresa situācijā. Ja uzdodat šos jautājumus, jūs varat ļoti labi novērtēt pacienta pašreizējo situāciju - tāpēc, lūdzu, neaizmirstiet par to jautāt. Stress diemžēl bieži ietekmē glikozes līmeni asinīs."
alcohol,How often do you have alcoholic drinks?,Alcohol frequency,2-3 times a week,"For the acute situation, this information is not a priority. Only in the case of further treatment or inpatient admission can further discussions be held in this regard. It is good that you did not ask this question in the acute situation.",This question is not necessary for the first medical history interview. It is good that you did not select it.,0,NeutralLegBehind,,lifestyle,,0,Wie oft haben Sie alkoholische Getränke?,Alkoholfrequenz,2-3 Mal pro Woche,"Für die akute Situation haben diese Informationen keine Priorität. Nur bei weiterer Behandlung oder stationärer Zulassung kann diesbezüglich weitere Diskussionen durchgeführt werden. Es ist gut, dass Sie diese Frage in der akuten Situation nicht gestellt haben.","Diese Frage ist für das erste Interview für Krankengeschichte nicht erforderlich. Es ist gut, dass Sie es nicht ausgewählt haben.",Hur ofta har du alkoholhaltiga drycker?,Alkoholfrekvens,2-3 gånger i veckan,För den akuta situationen är denna information inte en prioritering. Endast i fallet med ytterligare behandling eller inpatientinträde kan ytterligare diskussioner hållas i detta avseende. Det är bra att du inte ställde denna fråga i den akuta situationen.,Denna fråga är inte nödvändig för den första medicinska historien. Det är bra att du inte valde det.,Kaip dažnai turite alkoholinių gėrimų?,Alkoholio dažnis,2–3 kartus per savaitę,"Dėl ūmios situacijos ši informacija nėra prioritetas. Tik tolesnio gydymo ar stacionarinio priėmimo atveju gali būti toliau diskutuojamos šiuo atžvilgiu. Gerai, kad jūs neuždavėte šio klausimo ūminėje situacijoje.","Šis klausimas nėra būtinas pirmajam pokalbiui dėl ligos istorijos. Gerai, kad to nepasirinkote.",Cik bieži jums ir alkoholiski dzērieni?,Alkohola biežums,2-3 reizes nedēļā,"Akūtā situācijā šī informācija nav prioritāte. Tikai turpmākas ārstēšanas vai stacionāras uzņemšanas gadījumā šajā sakarā var turpināt diskusijas. Ir labi, ka jūs neuzdodāt šo jautājumu akūtā situācijā.","Šis jautājums nav nepieciešams pirmajai medicīniskās vēstures intervijai. Ir labi, ka jūs to neizvēlējāties."
tobacco,Do you smoke or chew tobacco?,Tobacco usage,"Yeah, I can't stop it.","For the acute situation, this information is not a priority. Only in the case of further treatment or inpatient admission can further discussions be held in this regard. It is good that you did not ask this question in the acute situation.",This question is not necessary for the first medical history interview. It is good that you did not select it.,0,NeutralLegBehind2,,lifestyle,,0,Rauchen oder kauen Sie Tabak?,Tabakverbrauch,"Ja, ich kann es nicht aufhalten.","Für die akute Situation haben diese Informationen keine Priorität. Nur bei weiterer Behandlung oder stationärer Zulassung kann diesbezüglich weitere Diskussionen durchgeführt werden. Es ist gut, dass Sie diese Frage in der akuten Situation nicht gestellt haben.","Diese Frage ist für das erste Interview für Krankengeschichte nicht erforderlich. Es ist gut, dass Sie es nicht ausgewählt haben.",Röker du eller tuggar tobak?,Tobaksanvändning,"Ja, jag kan inte stoppa det.",För den akuta situationen är denna information inte en prioritering. Endast i fallet med ytterligare behandling eller inpatientinträde kan ytterligare diskussioner hållas i detta avseende. Det är bra att du inte ställde denna fråga i den akuta situationen.,Denna fråga är inte nödvändig för den första medicinska historien. Det är bra att du inte valde det.,Ar rūkote ar kramto tabaką?,Tabako naudojimas,"Taip, aš negaliu to sustabdyti.","Dėl ūmios situacijos ši informacija nėra prioritetas. Tik tolesnio gydymo ar stacionarinio priėmimo atveju gali būti toliau diskutuojamos šiuo atžvilgiu. Gerai, kad jūs neuždavėte šio klausimo ūminėje situacijoje.","Šis klausimas nėra būtinas pirmajam pokalbiui dėl ligos istorijos. Gerai, kad to nepasirinkote.",Vai jūs smēķējat vai košļāt tabaku?,Tabakas lietojums,"Jā, es to nevaru apturēt.","Akūtā situācijā šī informācija nav prioritāte. Tikai turpmākas ārstēšanas vai stacionāras uzņemšanas gadījumā šajā sakarā var turpināt diskusijas. Ir labi, ka jūs neuzdodāt šo jautājumu akūtā situācijā.","Šis jautājums nav nepieciešams pirmajai medicīniskās vēstures intervijai. Ir labi, ka jūs to neizvēlējāties."
children,Do you have children?,Do you have children?,Two boys.,"For the acute situation, this information is not a priority. Only in the case of further treatment or inpatient admission can further discussions be held in this regard. It is good that you did not ask this question in the acute situation.",This question is not necessary for the first medical history interview. It is good that you did not select it.,1,HappyOkay,,lifestyle,,0,Haben Sie Kinder?,Haben Sie Kinder?,Zwei Jungen.,"Für die akute Situation haben diese Informationen keine Priorität. Nur bei weiterer Behandlung oder stationärer Zulassung kann diesbezüglich weitere Diskussionen durchgeführt werden. Es ist gut, dass Sie diese Frage in der akuten Situation nicht gestellt haben.","Diese Frage ist für das erste Interview für Krankengeschichte nicht erforderlich. Es ist gut, dass Sie es nicht ausgewählt haben.",Har du barn?,Har du barn?,Två pojkar.,För den akuta situationen är denna information inte en prioritering. Endast i fallet med ytterligare behandling eller inpatientinträde kan ytterligare diskussioner hållas i detta avseende. Det är bra att du inte ställde denna fråga i den akuta situationen.,Denna fråga är inte nödvändig för den första medicinska historien. Det är bra att du inte valde det.,Ar jūs turite vaikų?,Ar jūs turite vaikų?,Du berniukai.,"Dėl ūmios situacijos ši informacija nėra prioritetas. Tik tolesnio gydymo ar stacionarinio priėmimo atveju gali būti toliau diskutuojamos šiuo atžvilgiu. Gerai, kad jūs neuždavėte šio klausimo ūminėje situacijoje.","Šis klausimas nėra būtinas pirmajam pokalbiui dėl ligos istorijos. Gerai, kad to nepasirinkote.",Vai jums ir bērni?,Vai jums ir bērni?,Divi zēni.,"Akūtā situācijā šī informācija nav prioritāte. Tikai turpmākas ārstēšanas vai stacionāras uzņemšanas gadījumā šajā sakarā var turpināt diskusijas. Ir labi, ka jūs neuzdodāt šo jautājumu akūtā situācijā.","Šis jautājums nav nepieciešams pirmajai medicīniskās vēstures intervijai. Ir labi, ka jūs to neizvēlējāties."
work,What is your work?,What is your work?,I don't have a job.,"For the acute situation, this information is not a priority. Only in the case of further treatment or inpatient admission can further discussions be held in this regard. It is good that you did not ask this question in the acute situation.",This question is not necessary for the first medical history interview. It is good that you did not select it.,0,NeutralLegBehind,,lifestyle,,0,Was ist deine Arbeit?,Was ist deine Arbeit?,Ich habe keinen Job.,"Für die akute Situation haben diese Informationen keine Priorität. Nur bei weiterer Behandlung oder stationärer Zulassung kann diesbezüglich weitere Diskussionen durchgeführt werden. Es ist gut, dass Sie diese Frage in der akuten Situation nicht gestellt haben.","Diese Frage ist für das erste Interview für Krankengeschichte nicht erforderlich. Es ist gut, dass Sie es nicht ausgewählt haben.",Vad jobbar du med?,Vad jobbar du med?,Jag har inget jobb.,För den akuta situationen är denna information inte en prioritering. Endast i fallet med ytterligare behandling eller inpatientinträde kan ytterligare diskussioner hållas i detta avseende. Det är bra att du inte ställde denna fråga i den akuta situationen.,Denna fråga är inte nödvändig för den första medicinska historien. Det är bra att du inte valde det.,Koks tavo darbas?,Koks tavo darbas?,Aš neturiu darbo.,"Dėl ūmios situacijos ši informacija nėra prioritetas. Tik tolesnio gydymo ar stacionarinio priėmimo atveju gali būti toliau diskutuojamos šiuo atžvilgiu. Gerai, kad jūs neuždavėte šio klausimo ūminėje situacijoje.","Šis klausimas nėra būtinas pirmajam pokalbiui dėl ligos istorijos. Gerai, kad to nepasirinkote.",Kāds ir tavs darbs?,Kāds ir tavs darbs?,Man nav darba.,"Akūtā situācijā šī informācija nav prioritāte. Tikai turpmākas ārstēšanas vai stacionāras uzņemšanas gadījumā šajā sakarā var turpināt diskusijas. Ir labi, ka jūs neuzdodāt šo jautājumu akūtā situācijā.","Šis jautājums nav nepieciešams pirmajai medicīniskās vēstures intervijai. Ir labi, ka jūs to neizvēlējāties."
emergency_contacts,Who should we contact in an emergency?,Emergency contact?,"I'm divorced. Please, call my cousin Anny.","It is always important to know who should be notified in an emergency. It's good that you ask, because an emergency can happen quickly in the event of a blood sugar imbalance.","Please do not forget to ask who should be notified in an emergency. This information is very important because in the event of a blood glucose imbalance, an emergency can occur very quickly.",0,NeutralLegBehind2,,lifestyle,,1,An wen sollten wir uns im Notfall wenden?,Notfallkontakt?,Ich bin geschieden. Bitte rufen Sie meinen Cousin Anny an.,"Es ist immer wichtig zu wissen, wer im Notfall benachrichtigt werden sollte. Es ist gut, dass Sie fragen, weil ein Notfall im Falle eines Blutzuckerungleichgewichts schnell stattfinden kann.","Bitte vergessen Sie nicht zu fragen, wer im Notfall benachrichtigt werden sollte. Diese Informationen sind sehr wichtig, da im Falle eines Blutzuckerungleichgewichts ein Notfall sehr schnell auftreten kann.",Vem ska vi kontakta i en nödsituation?,Kontaktinformation i en nödsituation?,"Jag är frånskild. Snälla, ring min kusin Anny.","Det är alltid viktigt att veta vem som ska meddelas i en nödsituation. Det är bra att du frågar, eftersom en nödsituation kan ske snabbt vid en obalans av blodsocker.",Glöm inte att fråga vem som ska meddelas i en nödsituation. Denna information är mycket viktig eftersom en nödsituation kan uppstå mycket snabbt i händelse av en blodsockersobalans.,Su kuo turėtume susisiekti ekstremalioje situacijoje?,Avarinis kontaktas?,"Esu išsiskyręs. Prašau, paskambink mano pusbroliui Anny.","Visada svarbu žinoti, kam reikėtų pranešti kritinėje situacijoje. Gerai, kad jūs klausiate, nes avarinė situacija gali įvykti greitai, jei cukraus pusiausvyros sutrikimas kraujyje.","Nepamirškite paklausti, kam reikėtų pranešti kritinėje situacijoje. Ši informacija yra labai svarbi, nes esant gliukozės kraujo kraujyje disbalansui, avarija gali įvykti labai greitai.",Ar ko mums vajadzētu sazināties ārkārtas situācijā?,Ārkārtas kontakts?,"Esmu šķīries. Lūdzu, zvaniet manai māsīcai Annijai.","Vienmēr ir svarīgi zināt, kurš būtu jāpaziņo ārkārtas situācijā. Tas ir labi, ka jūs jautājat, jo ārkārtas situācija var ātri notikt cukura līmeņa nelīdzsvarotības gadījumā.","Lūdzu, neaizmirstiet jautāt, par kuru būtu jāpaziņo ārkārtas situācijā. Šī informācija ir ļoti svarīga, jo glikozes nelīdzsvarotības gadījumā asinīs ārkārtas situācija var rasties ļoti ātri."
physical_activity_advise,Have you been advised to be physically active?,Adviced for physical activity?,"Yes, my community nurse said that it is so important to do. But I have no time.","For the acute situation, this information is not a priority. Only in the case of further treatment or inpatient admission can further discussions be held in this regard. It is good that you did not ask this question in the acute situation.",This question is not necessary for the first medical history interview. It is good that you did not select it.,0,NeutralThinking,,lifestyle,,0,"Wurde Ihnen empfohlen, körperlich aktiv zu sein?",Für körperliche Aktivität raten?,"Ja, meine Gemeindeschwester sagte, dass es so wichtig ist, es zu tun. Aber ich habe keine Zeit.","Für die akute Situation haben diese Informationen keine Priorität. Nur bei weiterer Behandlung oder stationärer Zulassung kann diesbezüglich weitere Diskussionen durchgeführt werden. Es ist gut, dass Sie diese Frage in der akuten Situation nicht gestellt haben.","Diese Frage ist für das erste Interview für Krankengeschichte nicht erforderlich. Es ist gut, dass Sie es nicht ausgewählt haben.",Har du uppmanats att vara fysiskt aktiv?,Råd för fysisk aktivitet?,"Ja, min sjuksköterska sa att det är så viktigt att göra. Men jag har ingen tid.",För den akuta situationen är denna information inte en prioritering. Endast i fallet med ytterligare behandling eller inpatientinträde kan ytterligare diskussioner hållas i detta avseende. Det är bra att du inte ställde denna fråga i den akuta situationen.,Denna fråga är inte nödvändig för den första medicinska historien. Det är bra att du inte valde det.,Ar jums buvo patarta būti fiziškai aktyviems?,Patarta dėl fizinio aktyvumo?,"Taip, mano bendruomenės slaugytoja teigė, kad taip svarbu tai padaryti. Bet aš neturiu laiko.","Dėl ūmios situacijos ši informacija nėra prioritetas. Tik tolesnio gydymo ar stacionarinio priėmimo atveju gali būti toliau diskutuojamos šiuo atžvilgiu. Gerai, kad jūs neuždavėte šio klausimo ūminėje situacijoje.","Šis klausimas nėra būtinas pirmajam pokalbiui dėl ligos istorijos. Gerai, kad to nepasirinkote.",Vai jums ir ieteikts būt fiziski aktīvs?,Ieteicams veikt fiziskās aktivitātes?,"Jā, mana kopienas medmāsa teica, ka ir tik svarīgi darīt. Bet man nav laika.","Akūtā situācijā šī informācija nav prioritāte. Tikai turpmākas ārstēšanas vai stacionāras uzņemšanas gadījumā šajā sakarā var turpināt diskusijas. Ir labi, ka jūs neuzdodāt šo jautājumu akūtā situācijā.","Šis jautājums nav nepieciešams pirmajai medicīniskās vēstures intervijai. Ir labi, ka jūs to neizvēlējāties."
